Customer_ID,Policy_Type,Customer_Segment,Customer_Age,Annual_Income,Claim_History_Count,Previous_Claim_Amount,Policy_Tenure_Years,Risk_Score,Insured_Value,Annual_Insurance_Premium
1000604,Auto,Mass,41.9,1195774.31,2,177192.61,2.1,53.49,935944.85,106303.83
1000605,Auto,Mass,31.4,524615.44,1,104755.5,13.17,41.12,411612.53,64040.52
1000606,Home,Affluent,52.7,415609.22,1,122757.27,14.09,49.44,330633.98,76923.12
1000607,Auto,Mass,44.9,954663.71,3,167069.21,4.87,52.32,792419.43,99066.34
1000608,Home,Mass,42.2,755235.23,0,0.0,6.57,41.9,846779.39,5918.67
1000609,Health,Affluent,29.3,1270205.32,1,161812.88,3.54,32.93,807525.91,99147.86
1000610,Health,Mass,58.9,861301.93,1,125553.02,20.0,42.87,797465.42,75677.94
1000611,Auto,Premium,50.6,1007458.6,0,0.0,2.27,38.64,838093.34,12500.84
1000612,Life,Mass,34.8,368534.52,1,67817.35,7.58,55.55,580343.17,48182.62
1000613,Health,Mass,55.0,2542835.51,2,170380.41,5.67,59.8,1648561.26,107427.55
1000614,Auto,Affluent,35.5,822264.13,2,180955.48,5.48,57.56,744754.99,109561.34
1000615,Life,Mass,31.8,1320898.67,1,89605.29,7.29,52.62,2232784.4,57512.48
1000616,Travel,Mass,32.1,568240.27,1,246955.04,2.15,67.99,269536.58,145021.61
1000617,Auto,Mass,19.0,1066140.3,0,0.0,17.22,33.67,1042992.49,5926.66
1000618,Auto,Mass,48.1,439584.58,0,0.0,8.72,49.73,432992.23,6071.81
1000619,Life,Premium,18.2,1154049.19,0,0.0,7.32,40.29,1636002.94,12083.06
1000620,Life,Mass,26.0,739969.54,1,101520.32,8.5,48.4,1308539.35,65449.58
1000621,Auto,Premium,18.0,914565.91,2,98844.51,5.49,58.58,645862.33,65982.66
1000622,Auto,Premium,40.9,1321179.9,1,95440.81,11.91,41.76,1250084.31,62122.61
1000623,Home,Mass,40.0,456915.1,0,0.0,14.19,34.52,382883.52,6376.6
1000624,Home,Premium,37.8,617651.46,0,0.0,3.06,39.74,813384.93,11666.26
1000625,Health,Mass,28.4,1157390.43,1,91352.24,7.03,40.68,744591.0,57431.01
1000626,Home,Corporate,26.8,2853828.13,1,65753.68,7.38,43.82,3284628.65,53509.88
1000627,Home,Mass,48.0,834180.23,1,194795.81,2.8,57.21,1078607.67,117568.64
1000628,Life,Affluent,34.8,1245783.13,2,198683.44,5.44,46.52,1985188.02,121477.56
1000629,Auto,Affluent,46.1,848576.68,2,145280.53,16.72,50.21,544458.03,88450.17
1000630,Auto,Mass,30.5,2619214.76,0,0.0,10.54,37.13,1797708.02,6049.58
1000631,Health,Affluent,44.4,344268.83,1,219035.75,5.9,43.86,261798.4,130443.81
1000632,Life,Affluent,58.9,948077.58,1,78471.89,10.99,35.27,1071147.73,53655.18
1000633,Health,Mass,49.6,368096.65,2,105008.29,9.94,49.06,391374.98,66544.62
1000634,Health,Mass,36.6,226734.65,2,117364.46,9.88,55.07,197847.99,73018.55
1000635,Auto,Affluent,45.3,1059973.19,1,71080.13,1.75,55.74,733499.27,49587.06
1000636,Home,Affluent,38.9,971769.42,1,62380.05,7.91,36.17,1292922.29,44446.53
1000637,Health,Corporate,42.1,769494.99,2,76032.64,4.17,43.35,448374.22,53695.68
1000638,Auto,Premium,37.8,848939.58,0,0.0,6.53,37.72,763983.4,9200.13
1000639,Auto,Corporate,39.9,4946618.31,0,0.0,8.77,23.44,3408549.13,12221.8
1000640,Home,Affluent,44.8,780862.0,1,137647.49,3.19,42.43,566194.24,85136.14
1000641,Auto,Mass,29.1,1191493.88,1,95801.17,3.48,29.95,835354.76,58655.85
1000642,Home,Mass,28.8,629700.38,1,80254.71,7.69,51.62,680236.6,53472.73
1000643,Auto,Premium,23.9,1058674.23,0,0.0,2.45,29.08,1023017.96,10122.54
1000644,Home,Affluent,21.2,789473.48,1,198294.1,8.55,51.93,860330.41,121140.04
1000645,Auto,Mass,26.2,718100.55,2,145227.37,14.48,55.75,587283.72,90162.16
1000646,Life,Mass,44.1,2447418.21,0,0.0,10.47,34.37,2642787.93,7223.97
1000647,Health,Corporate,30.4,1719599.15,3,142338.37,13.7,47.88,1537731.41,92820.75
1000648,Health,Affluent,48.7,970300.11,1,127288.59,4.95,45.05,686244.76,79928.81
1000649,Life,Mass,42.5,253427.6,2,175551.79,7.87,50.81,449964.64,105864.23
1000650,Home,Mass,18.0,737923.15,1,63732.43,10.58,42.08,956376.01,42289.98
1000651,Auto,Mass,50.5,3980090.85,1,50152.57,2.19,41.38,3988420.72,36747.4
1000652,Health,Mass,52.5,792768.18,1,62154.44,3.34,52.48,724063.05,43619.58
1000653,Health,Mass,29.1,1651046.2,1,100080.95,7.34,43.95,1183470.2,62709.3
1000654,Life,Mass,47.5,1989150.78,1,34582.83,4.93,43.76,2463406.89,30456.43
1000655,Home,Premium,30.9,1015183.76,1,148909.54,2.13,37.51,1255531.32,93429.18
1000656,Auto,Mass,43.3,566452.29,1,60987.51,3.95,43.93,342962.03,41099.18
1000657,Auto,Premium,25.6,235797.4,1,93236.78,4.59,35.61,297473.59,60505.65
1000658,Home,Premium,18.7,1311182.3,0,0.0,9.03,33.72,1415029.06,11525.07
1000659,Health,Mass,37.0,574947.63,0,0.0,11.9,37.94,305350.75,6175.92
1000660,Health,Affluent,40.4,991558.07,0,0.0,3.57,39.92,476418.93,9194.9
1000661,Home,Mass,36.8,452593.14,0,0.0,4.43,49.67,437702.1,9550.92
1000662,Travel,Premium,26.6,,0,0.0,1.03,34.13,349621.06,10008.79
1000663,Health,Mass,36.8,916846.66,2,177579.45,10.9,57.33,668773.09,107193.91
1000664,Auto,Affluent,45.5,1043276.2,0,0.0,4.45,40.82,666494.37,9519.9
1000665,Auto,Affluent,41.4,487476.73,1,53041.37,3.45,43.14,378920.71,37117.19
1000666,Auto,Mass,44.4,1738357.16,1,115775.18,2.81,44.63,1196425.94,74454.79
1000667,Auto,Mass,33.3,648137.35,0,0.0,20.0,36.11,764235.37,4970.44
1000668,Auto,Affluent,57.2,358323.63,1,130437.96,12.03,50.25,188510.66,81071.94
1000669,Auto,Affluent,26.7,847619.54,0,0.0,3.87,28.36,698419.64,8339.64
1000670,Auto,Mass,48.3,917177.65,1,155520.11,12.86,36.08,577979.91,91304.75
1000671,Auto,Affluent,57.4,983107.97,2,414716.69,6.7,59.4,814978.36,239990.14
1000672,Life,Mass,48.3,1903724.64,2,53629.01,7.87,59.1,2742948.39,43415.41
1000673,Auto,Affluent,39.4,790248.86,1,134251.93,5.57,49.58,760269.35,
1000674,Health,Mass,35.1,842694.06,1,165752.32,6.78,44.51,635842.03,99438.85
1000675,Home,Premium,55.5,490606.98,2,94326.85,0.92,59.77,537870.75,65295.73
1000676,Travel,Mass,23.5,1413323.34,1,48659.74,3.99,45.86,732438.2,34578.49
1000677,Auto,Mass,29.4,996017.42,0,0.0,3.13,41.18,582487.34,6171.49
1000678,Home,Mass,36.8,714354.63,4,206681.57,1.52,57.29,878261.12,123860.8
1000679,Travel,Mass,58.1,315709.88,0,0.0,2.77,34.3,110807.06,6165.9
1000680,Life,Affluent,46.9,1991854.65,0,0.0,5.12,36.81,2541057.01,12338.45
1000681,Life,Mass,29.4,458138.15,1,138599.24,14.12,42.05,787188.57,83252.18
1000682,Auto,Premium,38.0,650142.69,1,169412.56,7.19,42.36,482624.45,103449.5
1000683,Auto,Mass,34.0,1096067.71,0,0.0,7.47,23.55,841737.09,6293.71
1000684,Health,Mass,32.8,466047.66,1,64316.44,5.15,54.96,279029.51,44596.22
1000685,Travel,Mass,54.7,395821.91,2,374878.34,11.2,52.32,104724.32,213076.6
1000686,Health,Mass,24.2,279841.56,0,0.0,3.98,35.73,266157.92,7345.19
1000687,Health,Mass,62.9,1338015.85,3,267497.22,12.8,71.25,902888.58,158050.84
1000688,Auto,Mass,52.8,666834.79,1,127921.48,4.65,30.89,357703.16,76528.68
1000689,Life,Affluent,56.2,4502523.58,2,149591.17,5.52,50.98,5713152.54,90011.59
1000690,Auto,Mass,36.0,520869.47,0,0.0,1.9,34.41,340364.12,7445.21
1000691,Home,Affluent,40.1,,4,253524.1,6.01,61.66,552560.59,151280.69
1000692,Home,Affluent,23.4,659464.82,1,95132.11,17.98,39.63,672315.83,59740.32
1000693,Health,Mass,35.2,1028769.62,0,0.0,12.46,47.07,725855.82,8339.62
1000694,Auto,Mass,48.4,694910.41,2,105129.24,15.6,57.57,439440.99,66350.4
1000695,Auto,Corporate,58.8,1260391.27,1,101038.18,2.95,55.35,965526.97,71371.45
1000696,Health,Affluent,27.6,525405.92,0,0.0,3.94,35.6,462832.38,8326.32
1000697,Auto,Affluent,37.2,420952.21,0,0.0,5.79,27.6,292164.14,6976.23
1000698,Health,Mass,40.0,334747.55,0,0.0,15.3,23.45,205200.75,4584.14
1000699,Auto,Premium,23.9,264920.29,0,0.0,1.58,23.74,222466.11,8989.07
1000700,Home,Premium,49.7,676854.82,1,140054.17,2.99,49.15,777784.77,88715.03
1000701,Health,Affluent,32.6,762693.0,0,0.0,4.1,36.59,476092.86,8051.19
1000702,Auto,Corporate,39.5,635940.11,2,71673.4,3.36,49.41,519101.03,52682.82
1000703,Home,Mass,36.1,1783383.98,2,106719.54,2.3,47.57,1363368.53,67117.84
1000704,Auto,Mass,31.7,1768366.25,0,0.0,2.88,50.26,1564816.55,11827.06
1000705,Auto,Premium,41.9,748636.18,3,191187.42,6.23,52.16,747077.94,118794.67
1000706,Travel,Premium,39.2,335538.99,0,0.0,3.71,44.32,314146.62,10134.76
1000707,Home,Mass,37.2,658989.07,1,107525.53,11.32,43.89,652750.49,66005.17
1000708,Life,Mass,32.5,647094.92,0,0.0,6.69,35.93,975366.25,8646.46
1000709,Auto,Mass,46.2,627015.04,1,43408.43,0.92,54.09,449637.19,32313.43
1000710,Health,Mass,63.5,613174.38,2,225379.97,3.11,66.41,197241.18,134971.02
1000711,Life,Premium,43.8,628282.67,1,64605.31,2.32,43.66,921438.59,47310.07
1000712,Health,Affluent,54.9,727633.05,1,76772.36,1.32,53.38,785955.15,53623.34
1000713,Home,Mass,23.9,634506.26,0,0.0,1.72,37.01,864329.26,8227.89
1000714,Home,Mass,44.1,1009259.47,1,63045.76,5.13,45.44,1300399.37,43022.42
1000715,Home,Mass,27.7,1097288.66,1,85998.01,12.1,43.23,1232123.53,56174.46
1000716,Travel,Mass,22.8,545411.18,0,0.0,4.74,29.4,239266.88,6307.91
1000717,Life,Affluent,32.4,1810721.55,1,245421.26,11.0,40.68,1683870.36,146124.97
1000718,Travel,Corporate,57.5,524980.17,1,96087.34,3.62,44.28,319727.02,65433.41
1000719,Auto,Premium,54.4,369667.67,3,,5.78,66.97,195184.88,399881.06
1000720,Health,Mass,45.2,1109675.27,1,125736.11,10.78,44.97,644907.13,78093.09
1000721,Travel,Premium,22.1,574109.58,1,122077.02,2.93,31.47,338952.79,77343.64
1000722,Auto,Premium,39.4,1073956.82,6,228759.19,6.09,71.81,824590.67,139813.8
1000723,Auto,Premium,45.9,239937.15,0,0.0,15.59,16.91,136182.16,6888.29
1000724,Life,Mass,44.3,1935741.1,0,0.0,7.07,35.48,2907800.68,13879.23
1000725,Health,Mass,18.0,1302650.27,0,0.0,20.0,33.43,876658.19,5517.4
1000726,Life,Mass,30.4,394308.13,1,107857.95,5.65,41.44,622988.04,68464.44
1000727,Auto,Mass,41.2,399042.27,3,177857.47,6.75,71.62,173676.18,107584.62
1000728,Life,Mass,49.0,2257788.36,0,0.0,7.19,44.0,3185253.82,16356.24
1000729,Auto,Mass,18.0,599943.7,0,0.0,2.13,36.87,510605.1,7185.56
1000730,Auto,Affluent,39.9,568836.53,0,0.0,5.36,26.47,335898.7,7720.67
1000731,Auto,Affluent,43.9,258802.73,2,186521.88,2.79,49.3,246109.45,111591.56
1000732,Life,Mass,53.0,742087.2,2,107764.8,6.06,50.46,935743.73,68023.96
1000733,Health,Mass,51.0,794052.02,1,118836.71,2.22,41.42,496770.4,73229.89
1000734,Health,Corporate,49.6,1333971.64,0,0.0,2.6,34.51,1016927.13,13096.12
1000735,Home,Corporate,31.6,416923.03,0,0.0,7.13,23.5,252268.3,10563.36
1000736,Life,Premium,18.0,390035.21,0,0.0,9.06,24.23,730047.55,10785.42
1000737,Home,Corporate,36.9,1153347.9,0,0.0,7.39,43.43,1519625.86,13688.79
1000738,Life,Affluent,55.0,1565712.55,0,0.0,7.32,,2264251.69,7540.43
1000739,Home,Corporate,60.1,379274.79,2,263696.75,9.83,51.88,320251.28,159179.62
1000740,Home,Mass,51.2,1631454.96,0,0.0,6.02,40.43,1734637.92,7800.72
1000741,Home,Mass,47.6,918776.39,1,149342.62,2.95,54.34,781749.91,91583.12
1000742,Home,Mass,46.9,1640715.49,2,334520.1,15.94,52.56,1154581.22,195245.27
1000743,Life,Mass,34.8,865903.58,0,0.0,3.9,40.63,1228198.01,11381.59
1000744,Health,Mass,40.3,224784.44,0,0.0,3.24,32.14,158848.81,6183.47
1000745,Auto,Affluent,63.7,827834.04,0,0.0,2.15,38.88,655367.03,9434.13
1000746,Life,Premium,29.7,1612391.67,0,0.0,8.95,38.22,2193175.76,11955.06
1000747,Home,Affluent,63.0,550504.13,1,97537.66,3.72,62.81,829333.41,65442.53
1000748,Health,Mass,37.8,727063.65,1,155511.68,14.68,54.03,432073.75,93450.24
1000749,Life,Premium,59.2,816903.8,0,0.0,4.12,46.31,1077206.67,11010.34
1000750,Health,Affluent,23.7,182666.51,0,0.0,2.26,35.48,100000.0,8340.58
1000751,Auto,Mass,49.6,2256648.28,0,0.0,4.93,49.92,1544173.13,9891.54
1000752,Travel,Affluent,32.4,548198.88,0,0.0,6.41,41.9,269117.83,7887.71
1000753,Health,Mass,23.6,1188621.19,1,64518.24,4.31,24.84,775931.44,43200.85
1000754,Home,Mass,44.8,858090.13,1,107126.3,5.49,38.19,774196.56,66529.87
1000755,Auto,Premium,55.1,1797379.85,1,126409.21,9.98,50.19,1386232.72,80922.94
1000756,Life,Mass,31.0,1125210.75,1,132095.79,10.79,30.01,1415134.52,81497.03
1000757,Health,Mass,22.5,790911.77,0,0.0,9.03,27.87,490349.59,5158.12
1000758,Health,Premium,40.8,550574.05,1,99468.01,6.49,39.78,301036.0,65739.71
1000759,Life,Affluent,,1395785.54,1,95794.21,4.38,42.9,2184662.95,63868.15
1000760,Life,Mass,49.1,321180.11,1,122110.03,8.03,44.5,383479.55,76371.02
1000761,Auto,Mass,54.3,1283870.34,2,224825.55,8.49,52.13,985965.03,133947.15
1000762,Home,Mass,,491725.26,1,85786.17,18.42,50.55,616599.32,55789.71
1000763,Auto,Affluent,66.1,1792113.23,2,233996.03,9.8,54.89,1323372.78,138832.08
1000764,Life,Mass,44.9,983492.01,2,173528.92,6.94,49.39,1507545.71,104027.02
1000765,Auto,Mass,37.5,1282623.46,1,131312.38,10.59,34.51,1073378.24,77569.09
1000766,Health,Corporate,21.0,941513.43,3,330378.92,11.35,60.5,537196.49,197243.9
1000767,Life,Affluent,38.6,343294.05,1,100087.85,10.74,39.49,649708.25,64440.71
1000768,Life,Mass,37.6,560592.2,0,0.0,1.6,29.87,527469.92,7195.31
1000769,Home,Affluent,54.5,1302719.0,0,0.0,4.19,42.68,1271204.8,10285.35
1000770,Life,Affluent,48.0,986393.6,1,132444.46,5.45,40.89,1740052.05,85719.43
1000771,Auto,Mass,26.7,1723201.56,0,0.0,7.81,31.39,1423108.06,8307.65
1000772,Life,Mass,44.2,1123490.65,2,185392.22,2.38,53.74,1463254.38,113674.9
1000773,Auto,Premium,50.7,528852.05,2,296231.95,9.21,51.08,311401.59,174447.37
1000774,Home,Mass,61.9,580888.88,1,76862.06,4.98,65.49,419310.34,52910.13
1000775,Life,Affluent,53.5,952413.54,0,0.0,6.56,40.45,1547722.65,11228.69
1000776,Auto,Mass,51.9,252060.85,1,140063.56,4.65,51.44,308715.47,85238.39
1000777,Auto,Mass,42.8,2259249.15,1,33462.91,4.48,31.52,1791391.05,26436.16
1000778,Health,Mass,47.0,1147516.67,1,101288.84,1.51,40.03,883610.09,64793.51
1000779,Health,Mass,58.2,1767398.18,0,0.0,9.18,34.41,1883597.52,9004.27
1000780,Health,Mass,24.7,377308.29,1,119504.82,2.14,34.45,263418.12,72350.22
1000781,Health,Mass,37.5,1784521.52,1,150343.02,0.92,46.85,1134981.31,92753.86
1000782,Health,Premium,32.0,3070879.14,1,132808.18,1.96,49.98,1715588.39,87300.58
1000783,Auto,Corporate,46.9,435246.12,0,0.0,1.18,41.94,293594.36,12619.37
1000784,Home,Premium,58.0,1375628.16,0,0.0,16.59,40.37,1325575.76,11211.39
1000785,Auto,Premium,34.2,900549.59,2,254506.09,4.14,45.32,525793.1,151749.31
1000786,Life,Mass,18.0,384889.45,1,176079.82,12.36,47.46,547630.89,105717.19
1000787,Health,Corporate,36.6,1180249.28,2,154824.69,3.56,64.76,870065.1,101568.79
1000788,Home,Mass,53.9,1423503.73,1,200788.89,7.95,48.5,1378150.5,119440.31
1000789,Home,Corporate,49.0,646630.58,3,196363.77,11.69,66.05,777688.58,123144.96
1000790,Travel,Corporate,47.6,1708974.65,3,223858.83,6.19,61.57,624906.56,138414.51
1000791,Auto,Affluent,38.4,359845.54,1,60626.26,9.64,49.43,328463.46,42094.92
1000792,Health,Corporate,25.4,395550.67,0,0.0,8.31,26.63,363364.05,12256.23
1000793,Health,Affluent,48.7,970220.47,0,0.0,15.08,36.5,839714.49,8855.49
1000794,Health,Mass,31.2,912653.84,2,387007.55,12.71,51.82,521099.73,221393.12
1000795,Auto,Mass,70.4,606848.6,2,307268.61,6.87,66.17,472941.28,179647.35
1000796,Life,Affluent,49.4,1404830.18,0,0.0,9.98,34.34,1988079.73,9646.4
1000797,Travel,Mass,34.5,1205182.92,2,88476.52,2.93,35.55,468353.6,56375.06
1000798,Health,Affluent,34.1,1442843.72,1,113618.45,3.56,39.7,947090.25,73139.4
1000799,Health,Corporate,40.8,841065.65,1,190000.67,10.0,51.75,430058.98,118771.81
1000800,Travel,Mass,38.9,1253649.17,0,0.0,13.07,26.67,761476.65,5157.93
1000801,Health,Premium,56.5,704358.24,2,322469.2,6.18,46.4,582344.09,188096.8
1000802,Auto,Premium,44.4,2784977.42,0,0.0,9.59,40.06,1873321.22,10838.47
1000803,Health,Corporate,32.5,575646.98,3,190285.92,6.38,55.04,453736.37,118650.56
1000804,Health,Corporate,66.6,2864956.22,2,124288.2,15.98,61.01,1937300.56,87610.72
1000805,Home,Affluent,42.6,917436.29,0,0.0,14.24,29.98,962921.84,10379.24
1000806,Health,Corporate,52.0,422362.43,1,107971.14,8.28,44.86,333918.65,72322.15
1000807,Travel,Affluent,34.1,1909961.58,2,213341.0,14.55,58.07,1090381.48,127987.97
1000808,Travel,Mass,46.7,964529.61,0,0.0,3.89,31.13,566865.23,6079.47
1000809,Home,Mass,46.0,1437287.62,0,0.0,4.95,49.67,1490189.87,11003.88
1000810,Auto,Affluent,18.0,1764310.99,0,0.0,1.51,25.69,970734.16,10567.28
1000811,Travel,Mass,68.2,1083845.15,5,714330.72,3.41,82.65,757969.07,406987.7
1000812,Life,Affluent,58.8,649798.49,0,0.0,2.81,39.52,950344.07,11580.73
1000813,Auto,Affluent,36.8,1539229.31,1,92486.96,2.44,35.79,1577514.38,62058.21
1000814,Travel,Mass,27.7,900374.05,1,52492.5,20.0,38.31,519776.0,35575.2
1000815,Life,Affluent,46.5,1312404.94,0,0.0,11.18,43.25,2809355.0,11922.92
1000816,Health,Premium,43.1,275294.92,0,0.0,10.21,38.64,100000.0,9492.05
1000817,Health,Affluent,46.6,1150825.41,2,238954.43,3.94,60.29,624043.26,142867.44
1000818,Home,Mass,44.5,633444.61,1,30620.56,2.95,55.54,608113.34,26813.35
1000819,Auto,Mass,48.6,2234371.06,2,276130.54,2.94,44.61,1743248.85,159044.88
1000820,Home,Mass,60.8,1267868.98,1,170522.38,1.24,40.29,1304125.48,102840.25
1000821,Life,Corporate,49.4,1026917.14,0,0.0,9.01,30.93,1481219.58,12074.13
1000822,Auto,Mass,28.4,1175989.57,4,885475.41,4.53,55.14,751314.49,497376.61
1000823,Home,Affluent,59.7,519700.3,3,293490.52,2.29,69.57,569421.86,173782.51
1000824,Home,Mass,63.3,2197742.43,2,105038.63,3.15,60.05,2370433.96,70955.75
1000825,Health,Mass,80.0,2690947.1,2,198957.31,5.56,55.98,1656048.01,119992.71
1000826,Life,Premium,27.4,1117106.56,0,0.0,9.76,35.15,2429422.93,16065.4
1000827,Home,Affluent,45.2,2158387.57,1,83160.42,4.36,55.46,2300359.19,55314.03
1000828,Home,Mass,18.0,658104.18,1,131364.08,12.79,53.02,556248.42,81540.04
1000829,Health,Mass,49.2,580553.7,0,0.0,14.1,41.84,214630.31,6234.18
1000830,Home,Mass,34.9,920487.46,0,0.0,14.76,18.26,942261.15,5004.89
1000831,Auto,Affluent,67.0,1143229.39,1,82195.94,4.64,52.52,897829.9,56026.0
1000832,Home,Affluent,31.9,724659.64,1,74029.16,6.57,49.27,845210.71,51395.32
1000833,Auto,Mass,20.0,1209747.9,0,0.0,3.65,35.18,969487.79,7654.85
1000834,Auto,Mass,35.9,1065190.55,0,0.0,5.01,42.18,679888.56,7675.07
1000835,Home,Mass,18.0,519738.62,0,0.0,4.14,35.66,759514.22,7231.26
1000836,Home,Premium,51.8,1197188.2,3,144699.18,2.38,51.45,1294499.69,92903.08
1000837,Life,Corporate,18.0,1447126.72,0,0.0,6.17,26.96,2112862.02,14002.53
1000838,Home,Mass,42.4,989008.46,2,81323.78,5.43,49.27,1026143.06,54382.27
1000839,Health,Premium,18.0,1696548.58,1,96282.14,8.79,47.12,1224165.41,65298.06
1000840,Health,Mass,37.8,460734.83,0,0.0,8.92,32.16,243917.8,6618.09
1000841,Auto,Mass,63.4,1164174.46,1,91420.38,5.64,52.83,1059316.12,59619.68
1000842,Health,Affluent,46.7,472832.11,1,142646.29,8.06,48.1,223159.0,87910.82
1000843,Auto,Premium,30.8,487675.4,1,212155.91,5.03,53.57,438613.6,128041.58
1000844,Travel,Corporate,41.6,636117.19,1,112554.18,3.06,44.56,338766.32,73783.7
1000845,Auto,Affluent,42.2,536068.35,3,202075.09,2.6,45.71,526233.84,120749.76
1000846,Home,Mass,48.1,665805.15,1,377484.02,3.45,50.82,908968.97,218246.65
1000847,Auto,Premium,24.2,800000.29,0,0.0,5.7,49.5,768305.92,11891.95
1000848,Travel,Mass,49.7,1426286.84,1,37582.95,9.49,51.62,341782.26,28273.51
1000849,Health,Affluent,18.0,754275.2,1,110246.25,1.94,34.15,730254.6,70433.3
1000850,Health,Mass,33.8,376267.61,1,82811.08,2.72,35.56,212515.09,52421.35
1000851,Auto,Affluent,35.7,1684850.44,1,129925.67,18.51,36.87,1175450.74,80609.1
1000852,Life,Mass,50.2,567928.31,0,0.0,3.26,54.27,609181.0,9700.44
1000853,Auto,Mass,42.3,871397.75,1,62521.7,13.6,42.71,646187.01,41736.7
1000854,Life,Premium,23.7,1150543.64,3,160358.22,3.28,49.28,1616865.05,101599.68
1000855,Auto,Mass,29.2,1004435.02,0,0.0,3.0,34.51,712891.4,6562.51
1000856,Auto,Affluent,44.6,1642859.36,0,0.0,14.15,36.79,943241.03,6638.1
1000857,Auto,Mass,41.0,1171273.03,0,0.0,1.74,49.19,820708.86,9060.28
1000858,Home,Mass,,560413.27,0,0.0,6.05,29.68,520373.54,7002.34
1000859,Health,Mass,35.7,2982758.91,1,31448.93,2.33,51.83,2147946.21,29271.46
1000860,Auto,Mass,51.1,1001524.05,2,297222.4,4.58,54.29,906138.68,172939.82
1000861,Life,Premium,35.3,829943.51,0,0.0,1.55,45.41,1265144.03,12074.96
1000862,Home,Mass,40.9,1529282.19,0,0.0,5.41,49.27,1295233.84,10849.07
1000863,Health,Corporate,70.2,1032349.74,1,74949.41,1.82,51.74,803532.07,56882.19
1000864,Home,Affluent,23.5,1120993.1,1,137368.28,11.75,38.66,859895.77,84106.59
1000865,Home,Mass,18.0,3544300.02,2,412272.7,0.8,46.62,4193076.94,242322.27
1000866,Health,Affluent,52.2,773617.82,1,109576.55,4.62,46.52,452712.76,70605.96
1000867,Auto,Affluent,33.2,755686.25,1,80222.45,2.08,31.4,485032.94,51766.82
1000868,Auto,Affluent,37.9,959596.56,0,0.0,1.25,48.4,631908.91,9473.81
1000869,Life,Mass,31.8,1622508.24,0,0.0,2.45,37.93,2876923.95,12156.99
1000870,Travel,Mass,38.6,392996.63,0,0.0,9.38,29.56,285828.0,4561.92
1000871,Home,Premium,62.8,305313.47,1,65919.56,2.92,35.04,362560.76,46369.5
1000872,Auto,Corporate,52.4,651632.9,1,142946.72,3.2,30.94,698268.01,89409.96
1000873,Health,Premium,53.2,366404.21,3,195077.65,13.9,65.8,100000.0,119191.04
1000874,Home,Mass,23.6,712469.8,0,0.0,1.8,30.06,663484.11,8215.56
1000875,Auto,Premium,27.0,1186507.74,0,0.0,7.6,31.96,810667.63,7952.15
1000876,Auto,Mass,18.0,551412.35,1,225958.77,10.33,43.08,301264.32,131624.86
1000877,Health,Affluent,31.5,410608.48,1,141238.56,8.15,39.01,324507.7,86691.86
1000878,Health,Mass,54.4,934984.73,1,253565.57,1.4,51.5,804850.38,148580.93
1000879,Auto,Affluent,48.7,1446343.14,1,167621.34,3.07,47.09,1060502.19,101582.82
1000880,Auto,Mass,39.1,354305.44,1,132935.09,4.19,43.72,271559.91,80546.09
1000881,Auto,Mass,41.7,1413073.76,0,0.0,9.75,27.37,839912.79,6057.78
1000882,Health,Premium,33.0,1410801.38,1,94895.69,10.04,37.23,911727.78,64034.7
1000883,Auto,Mass,44.7,1521027.8,2,176806.58,1.72,56.24,1078834.71,104134.9
1000884,Auto,Mass,52.0,1759102.27,0,0.0,12.02,35.86,1620159.84,6185.23
1000885,Life,Mass,21.0,3021481.1,0,0.0,7.41,42.26,3342035.76,13623.28
1000886,Auto,Corporate,45.9,739921.53,1,249398.68,0.68,62.22,630695.17,
1000887,Health,Affluent,54.1,955905.57,1,119577.46,2.36,52.2,860174.38,77341.65
1000888,Auto,Mass,36.6,715766.23,0,0.0,3.96,47.7,492188.88,8065.06
1000889,Auto,Premium,51.1,900979.07,0,0.0,9.42,45.49,501974.29,10537.59
1000890,Auto,Premium,78.6,2091161.87,0,0.0,6.81,42.75,2074596.29,12361.68
1000891,Health,Mass,40.6,429506.47,0,0.0,7.48,39.54,439550.87,8725.26
1000892,Life,Affluent,47.1,560493.39,2,240973.81,4.09,66.66,1093643.52,147419.57
1000893,Life,Premium,32.4,1919546.58,2,117667.62,10.1,45.66,2173470.21,79619.29
1000894,Home,Affluent,44.4,1577213.31,2,175782.84,8.74,44.68,2257313.09,108333.46
1000895,Health,Mass,48.0,,0,0.0,6.74,31.82,466027.29,6998.89
1000896,Auto,Premium,44.5,1439881.16,0,0.0,6.61,37.47,1106638.35,11612.39
1000897,Auto,Affluent,28.7,1085790.4,1,117442.1,6.1,35.0,846075.68,73487.3
1000898,Life,Mass,44.7,,1,58763.69,4.0,57.25,3701937.98,43883.81
1000899,Auto,Mass,61.0,937648.4,1,58300.14,2.95,50.64,737305.38,42448.81
1000900,Auto,Mass,47.8,1582074.79,0,0.0,4.72,46.53,1449268.23,9164.94
1000901,Auto,Mass,54.5,3848740.82,0,0.0,2.26,39.1,3189399.6,16095.48
1000902,Auto,Premium,38.9,1250563.21,0,0.0,6.85,29.78,947373.36,9897.7
1000903,Auto,Mass,51.7,924751.69,0,0.0,17.54,31.42,498520.71,5387.53
1000904,Health,Mass,45.6,1339083.37,1,59050.93,8.63,39.38,1311533.79,42493.99
1000905,Home,Affluent,29.6,736191.51,0,0.0,9.63,38.15,465350.83,8977.03
